,title,body,age,educated,region,url
86,수원시 대학생 학자금 대출이자 지원,수원지역 대학생들이 재학기간 중 학업에 전념하고 대출이자 상환 부담이 경감될 수 있도록 학자금 대출이자 지원,만 19세~ 39세,대학생,경기도 수원시,http://www.suwon.go.kr
87,청년의 마음을 돌보는 마음건강상담실 운영,"무한경쟁시대, 고용불안, 상대적 박탈감 등 정신건강을 위협 받는 사회 속에서 불안 및 우울을 느끼는 청년들의 마음을 돌보기 위해 정신건강 전문요원과 함께 하는 마음건강 상담실 운영",만 18세~ 34세,-,경기도 수원시,-
88,대학생 장학금 지원,우리시 대학생을 대상으로 장학생을 선발하여 수원의 미래를 이끌어 인재육성 및 교육도시의 기틀 마련,만 18세~ 34세,대학생,경기도 수원시,-
89,학교 밖 청년 미디어 교육,학교밖 청년에게 일상을 영상으로 표현하는 협력작업을 통해 공동체의식과 자존감을 높이고자 함,만 18세~ 34세,제한 없음,경기도  수원시,http://www.swmedea.or.kr
90,수원큐어,삶의 목적과 존재의 이유를 찾는 수원청년의 회복 플랫폼으로 청년들이 자기 주도적인 삶을 살아갈 수 있도록 돕고자 함,만19세~39세,제한 없음,경기도 수원시,http://www.suwonyouth.go.kr
91,청년 취업지원 프로그램,"나만의 경쟁력, 취업으로 가는 한 걸음!
2019 청년! 취업지원 교육 참여자 모집",만 20세~ 34세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190403141708667
92,청년해외취업 희망드림 아카데미,일본 취업을 희망하는 청년을 대상으로 어학교육 후 취업을 연계하는 청년해외취업 희망드림 아카데미 (제 3기) 참여자 선발 공고,만 18세~ 35세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190306175135668
93,청년 프로젝트 매니저,"시민 생활에 도움이 되는 공공부문 일자리를 창출/확대하고, 공공부문에서의 실무 경험을 통한 경력 형성과 민간일자리 연계를 지원하기 위한 2019년 새-일 공공일자리사업 [청년 프로젝트 매니저] 채용계획",만 18세~ 39세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190107114735953
94,청년여성일자리사업 매니저,새-일 공공일자리사업 참여를 통해 청년과 여성을 대상으로 하는 취업 역량강화 교육 및 일자리 제공 등의 취업지원 사업을 지원할 매니저 채용계획,만 18세~ 39세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190124094928134
95,박물관 도슨트,박물관 학예업무의 전문성 및 신기술을 바탕으로 한 전문 업무역량을 갖춘 도슨트 청년 인력 양성을 목적으로 2019년도 수원광교박물관 박물관 도슨트 채용계획,만 18세~ 39세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190109110058181
96,청년 자원봉사 코디네이터,시민에게 도움이 되는 공공일자리를 발굴하여 일자리를 제공하고 일 경험을 통한 경력형성과 민간일자리 연계를 지원하기 위한 2019년도 수원형 새-일 공공일자리사업 [청년 자원봉사 코디네이터] 채용계획,만 18세~ 39세,제한 없음,경기도 수원시,http://www.suwon.go.kr/web/board/BD_board.view.do?bbsCd=1042&seq=20190104115449011
97,청년 강사단,수원만의 특별한 독립운동 역사를 공연예술로 기획하여 청소년 예술단을 훈련시킴으로써 수원은 독립운동역사를 지키고 알리며 자긍심 있는 수원시민으로 성장시키고자,만 20세~ 35세,제한 없음,경기도 수원시,http://www.swyouth.kr/
98,시흥 청년 CEO 육성 프로젝트 ,관내 청년들을 대상으로 창업을 준비 중이 예비창업자 또는 초기창업자 (창업 3년 미만)를 지원하고 [시흥 청년 CEO 육성 프로젝트] 사업을 추진,만 39세 이하,제한 없음,경기도 시흥시,www.siheung.go.kr
99,시흥 스마트 청년 job-go,관내 청년들을 대상으로 중소기업체 취업연계를 통해 청년의 경제활동을 적극적으로 지원하는 지역주도형 청년일자리사업 [시흥 스마트 청년 Job go] 참여자 모집,만 39세 이하,제한 없음,경기도 시흥시,www.siheung.go.kr
100,청년 취업디딤돌,지역사회 발전을 위해 필요한 다양한 서비스 분야의 일 경험 기회를 제공하여 더 나은 민간 일자리로 취/창업에 필요한 디딤돌이 되어 줄 [청년 취업 디딤돌 사업]의 참여자 모집,만 39세 이하,제한 없음,경기도 시흥시,www.siheung.go.kr
101,경기청년협업마을,"청년들이 삶의 질적 향상을 도모하고, 교류하며 성장할 수 있도록 창작, 창업, 문화를 기반으로 다양한 경험을 할 수 있는 프로그램과 공간 운영",만 18세~39세,대학교 재학 중인 자,경기도 시흥시,pf.kakao.com/_fREfu
102,청년정책협의체 청년위원,"청년의 목소리가 곧 정책이 되도록 의제 발굴부터 실행, 모니터링에 이르기까지 청년정책을 추진함에 있어, 청년 당사자 네트워크를 중심으로 한 ""청년정책협의체""를 구성",만 19세~ 39세,제한 없음,경기도 시흥시,http://www.siheung.go.kr/administration/gbpost/2019%EB%85%84%EB%8F%84-%EC%B2%AD%EB%85%84%EC%A0%95%EC%B1%85%ED%98%91%EC%9D%98%EC%B2%B4-%EC%B2%AD%EB%85%84%EC%9C%84%EC%9B%90%EC%9D%84-%EB%AA%A8%EC%A7%91%ED%95%A9%EB%8B%88%EB%8B%A4-3
103,청년센터(도시민청년리빙랩) 운영위원,시흥시 청년센터 운영을 위해 다양한 청년들도 구성된 운영위원회를 구성하고자 ,만 19세~ 39세,시흥시 소재 사업장/직장/학교에 소속된 자,경기도 시흥시,http://www.siheung.go.kr/administration/gbpost/%EC%8B%9C%ED%9D%A5%EC%8B%9C-%EC%B2%AD%EB%85%84%EC%84%BC%ED%84%B0-%EC%9A%B4%EC%98%81%EC%9C%84%EC%9B%90%ED%9A%8C-%EC%B2%AD%EB%85%84-%EC%9C%84%EC%9B%90-%EB%AA%A8%EC%A7%91
104,우리마을 기업을 소개합니다,시흥지역 우수기업과 청년 홍보단이 협력관계인 파트너쉽(partnership)을 형성하여 기업을 홍보하는 프로그램 제작 및 전파,만 19세~ 39세,대학 재학생,경기도 시흥시,http://www.siheung.go.kr/administration/gbpost/2019-%EC%A7%80%EC%97%AD%EC%A3%BC%EB%8F%84%ED%98%95-%EC%B2%AD%EB%85%84%EC%9D%BC%EC%9E%90%EB%A6%AC%EC%82%AC%EC%97%85-%E3%80%8C%EC%9A%B0%EB%A6%AC%EB%A7%88%EC%9D%84-%EA%B8%B0%EC%97%85%EC%9D%84-%EC%86%8C
105,청년 서바이벌 동거동락/씨앗프로그램,청년들의 창업/창작활동 등을 지원하기 위해 '청년서바이벌동거동락' 프로그램과 지방보조금사업인 '청년 씨앗프로그램'을 모집 공고,만 19세~ 39세,제한 없음,경기도 시흥시,http://www.siheung.go.kr/administration/gbpost/2018%EB%85%84-%EC%B2%AD%EB%85%84-%EC%84%9C%EB%B0%94%EC%9D%B4%EB%B2%8C%EB%8F%99%EA%B1%B0%EB%8F%99%EB%9D%BD%C2%B7%EC%94%A8%EC%95%97%ED%94%84%EB%A1%9C%EA%B7%B8%EB%9E%A8-%EB%AA%A8%EC%A7%91%EA%B3%B5
106,청년체인지메이커,"지역을 기반으로 청년들이 모여 아이디어 발굴, 공동기획/개발, 실행하는 단계별 문화기획과정 운영",만 19세~만34세 이하,제한 없음,경기도 시흥시,-
107,청년문화 활성화지원사업,"문화예술프로젝트 사업 발굴, 사업비 지원",만 19세~만34세 이하,제한 없음,경기도 시흥시,-
108,2019 청년학교,청년의 생활을 더욱 다채롭게 만들기 위해 취업 및 취미활동 관련 프로그램제공,만 19세 ~ 만 39세,제한 없음,경기도 시흥시,-
109,청년네트워크 지원사업,"지역내 청년자원을 발굴하기 위해 직장·취미동호회 등 청년 네트워크 소모임 활동지원,
청년공동체의 활동을 지원하여 사회적 경험 및 상호교류의 장을 교류의 장을 제공하고, 청년네트워크를 구축하여 청년들의 역량을 강화하고자 함",만19세 ~ 39세,제한없음,서울특별시 강서구,http://www.gangseo.seoul.kr/
110,2019년도 지역주도형 청년일자리 추가채용 공고,청년실업과 지방소멸 위기 극복을 위해 지방자치단체에서 지역 청년 일자리 창출 사업을 자체 계획/시행할 수 있도록 지원,만19세 ~ 39세,제한없음,서울특별시 강서구,http://www.gangseo.seoul.kr/
111,"「중소기업 청년인턴십 지원사업」
참여청년 모집공고(3차)"," 청년에게 일경험 축적과 정규직 채용기회를 제공하고, 중소기업이 우수 청년인재를 채용하도록 하기 위한 「중소기업 청년인턴십 지원사업」참여청년을 다음과 같이 모집",만19세 ~ 39세,대학 졸업,서울특별시 강서구,http://www.gangseo.seoul.kr/
112,강서 일자리 119버스,"강서 일자리 119버스는 구인, 구직 현장등록, 맞춤형 일자리 상담 서비스 외에 노무상담, 사회적경제기업 설립 상담 및 근로자 건강상담 등 구직자와 근로자 모두를 위한 찾아가는 원스톱 일자리 정보 제공 서비스를 제공",-,제한없음,서울특별시 강서구,http://www.gangseo.seoul.kr/
113,"시-구 상향적·협력적 일자리창출사업 교육생 모집
(간병·병동보조 양성과정)","시-구 상향적·협력적 일자리창출사업
병원업무보조 (간병&병동보조) 교육",-,제한없음,서울특별시 강서구,http://www.hrbks.or.kr/
114,『2019년 하반기 공공근로사업』참여자 모집공고,서울특별시 강서구에서는 실직자 및 저소득층에게 일자리를 제공하여 생활안정 및 자립기반 마련에 도움을 주고자『2019년 하반기 공공근로사업』참여자 모집,만18세 이상,제한없음,서울특별시 강서구,http://www.gangseo.seoul.kr/
115,장애인직업재활시설 근로·훈련장애인 모집,사회적기업으로 지역의 취약계층 특히 장애인에게 일자리를 마련해주어 '함께 일하는 지역공동체'를 실현해나가고 있습니다. 안정적인 일자리 제공을 통해 장애인들의 능력 개발. 경제적 자립. 지역공동체 편으로 삶의 질 향상을 지향합니다.,만18세이상 ~60세이하,제한없음,서울특별시 강서구,http://www.gangseo.seoul.kr/
116,지역산업맞춤형 일자리창출 지원사업 직업훈련생 모집,"강서구청에서 강서구민의 능력개발 및 고용촉진을 위해 지역산업맞춤형 일자리창출 사업의 교육생을 모집합니다. 이 사업은 교육생들에게 국비로 지원되는 사업으로, 직업교육 수료 후 취업까지 알선해주는 원스톱 취업지원서비스입니다.",-,제한없음,서울특별시 강서구,http://www.hrbks.or.kr
117,｢2019년 상반기 지역공동체일자리사업｣ 참여자 모집 공고,근로의사가 있는 국민에게 일자리를 제공하기 위해 정부에서 지원하고 강서구에서 추진하는 ｢2019년 상반기 지역공동체일자리사업｣ 참여자 모집을 아래와 같이 공고합니다.,만 18세 이상,제한없음,서울특별시 강서구,https://gangseo.seoul.kr/
118,청년드림 관악캠프,"삼성전자, 동아일보와 함께하는 취업 관련 멘토링으로, 삼성전자 임직원이 삼성전자 조직상·인재상 등 직군·직무 선택에 필요한 각종 정보를 제공하는 등 취업정보를 공유",만 19~39세,제한없음,서울특별시 관악구,http://www.gwanak.go.kr
119, 관악구 일자리카페,민간 카페를 서울시·관악구 일자리카페로 조성하여 청년이 보다 편리하게 취업지원서비스를 통합적으로 제공받을 수 있도록 운영하여 청년층의 안정적인 사회 진출 등을 지원,만 15세~39세,제한없음,서울특별시 관악구,http://job.seoul.go.kr
120,청년뉴딜일자리,공공기관이 시민생활에 필요한 공공서비스를 발굴하여 청년 참여자에게 제공하는 사업. 청년 참여자에게 현장 근무경험 및 맞춤형 취업교육 등을 제공하여 다음 민간 일자리로의 안정적인 이동을 지원,만 18세 이상,제한없음,서울특별시 관악구,http://job.seoul.go.kr
121,지역주도형 청년일자리사업 십시일반,관내의 미취업청년과 사회적경제기업을 연계하여 청년에게는 일자리와 취업교육을 제공하고 기업에게는 맞춤형 인력과 임금을 지원하는 사업,만 19세~39세,제한없음,서울특별시 관악구,http://www.gwanak.go.kr
122,청년 취업정보 박람회,취업을 준비하는 청년에게 박람회 및 멘토링 콘서트를 진행하여 취업정보제공 및 취업역량강화를 통한 일자리창출 지원,만 19세~39세,제한없음,서울특별시 관악구,http://www.gwanak.go.kr
123,청년취업프로젝트 관악에서 잡(JOB)당모의,"관악구와 KB금융공익재단이 업무협약을 맺고 취업 전문가로 하여금 관내 미취업 청년에게 취업 역량 강화를 위한 장기적, 실질적 취업 교육 지원",만 19세~34세,제한없음,서울특별시 관악구,http://www.gwanak.go.kr/site/gwanak/area/areaView.do?cateCont=Area08&bcIdx=101549&cbIdx=239
124,도전宿,청년 1인 창업자(예비창업자 포함)를 위하여 서울시·SH공사와 협약을 맺고 원룸형 공공 임대주택을 마련하여 저렴한 임차료(주변시세의 30~50%)로 주거 및 사무공간을 제공,만 19세~39세,제한없음,서울특별시 관악구,http://www.gwanak.go.kr
125,캠퍼스타운녹두.zip,거점센터를 활용하여 학내 구성원 및 지역주민들의 창업활동을 단계별로 지원,만 38세 미만,제한없음,서울특별시 관악구,http://snusuc.snu.ac.kr
126,이루다 창업공작소 ,사회적경제기업 간 협업을 통해 도시재생지역 청년들을 대상으로 한 4차산업교육 및 창업활동을 지원,만 15세~39세,  제한없음,서울특별시 관악구,http://eluda.kr
127,으뜸관악 청년통장,"학자금 대출, 주거비, 비정규직 취업 등으로 어려움을 겪고 있는 청년이 밝은 미래를 준비할 수 있도록 재정적 지원을 통해 저소득 청년의 자립의욕을 고취",만 18세~34세,제한없음,서울특별시 관악구,http://www.gwanak.go.kr
128,청년주택,청년 주거문제 심화에 따라 청년주거의 안정 및 주거권 보장을 위한 청년주택의 지속적 공급 도모,만 19세~39세,추진 중,서울특별시 관악구,http://www.gwanak.go.kr/site/gwanak/05/10513060100002019012310.jsp
129,청년 임차인 보호 ,서울대학교 학생과 관내 청년을 대상으로 주택임대차보호법 교육을 실시하고 관내 부동산중개업소와 협의하여 청년에게 부동산중개보수료 감면 혜택을 제공,만19~29세,제한없음(서울대학교 교육은 서울대학교 재학생),서울특별시 관악구,http://www.gwanak.go.kr/site/gwanak/05/10513060200002019012310.jsp
130,한지붕세대공감,홀몸 어르신들의 고립감을 해소하고 대학생에게 주변 임대료보다 저렴한 주거공간을 제공하여 학생들의 주거난 해소와 세대간 화합을 통한 주민복지 증대,제한없음,대학(원) 재학생 및 휴학생,서울특별시 관악구,https://www.peterpanz.com/house_share
131,청년 미래플랜 교육 (청년희망아카데미),"청년에게 특화 교육프로그램을 제공하여 주체적인 자립기반 형성과 성공적인 사회 진출을 지원하고 4차 산업혁명시대에 청년의 적절한 진로, 직업 방향을 제시",만 19세~39세,제한없음,서울특별시 관악구,http://www.gwanak.go.kr
132,청년문화제,힘든 청춘을 보내고 있는 청년들의 삶의 가치를 고민하여 새로운 미래를 설계할 수 있도록 방향성을 제시하고 청년들의 고민을 공유할 수 있는 청년 힐링 콘텐츠로 청년문화제를 개최하여 청년 소통의 장 마련,만 19세~39세,제한없음,서울특별시 관악구,http://www.gwanak.go.kr
133,남북미래 청년 아카데미,북한의 개방 및 자유 왕래 시대에 대비해 관악구 거주 북한 출신 청년과 연계하여 남북한 관련 교육 사업 진행,만 19세~39세,제한없음,서울특별시 관악구,www.gwanak.go.kr
134,공모사업,지역 청년의 참신한 아이디어를 발굴하여 구정 발전을 위한 프로젝트로 추진. 청년들에게 구청참여의 기회를 제공하고 구는 청년정책의 실효성을 높임,만 19세~39세,대학생,서울특별시 관악구,www.gwanak.go.kr
135,성년축하카드 및 웰컴관악,인생 성장의 한 단계를 축하하고 성년의 의미를 되새기는 기회 제공하고 새롭게 전입한 청년에게 관악 생활정보 안내책자 배부,만 19세 이상,제한없음,서울특별시 관악구,www.gwanak.go.kr
136,고시촌원스톱이동검진,대학동 취준생 및 건강취약계층을 대상으로 『찾아가는 고시촌이동건강검진』을 운영함으로써 결핵등 건강위험군 조기발견하고 건강관리 인식을 높여 건강증진에 기여,,제한없음,서울특별시 관악구,www.gwanak.go.kr
137,1인가구 탐구생활,"1인 가구 특성에 맞춘 정보제공 및 실천과 참여를 통한생활관리 역량강화, 단체 활동과 공동 작업으로 사회적 고립을 예방하고 사회관계망 형성 지원",만 19세~39세,제한없음,서울특별시 관악구,www.familynet.or.kr 
138,관악구 청년 연설대전,청년의 다양한 목소리 분출의 장을 마련과 리더십있는 청년들의 네트워크 구축,만 19세 ~ 39세,대학 재학,서울특별시 관악구,https://www.wevity.com/?c=find&s=1&gbn=viewok&gp=1&ix=29581
139,청년의제 발굴을 위한 토론회 ,청년 당사자들이 갖고 있는 사회적 문제에 대해 공감하는 자리를 마련하여 청년 정책의 올바른 발전 방향 모색,만 19세 ~ 39세,제한없음,서울특별시 관악구,www.gwanak.go.kr
140,청년 어울장터,지역사회에서 활동하는 다양한 청년 예술가들을 위한 판로의 장을 마련하고 소통하는 환경 조성,만 19세~39세,제한없음,서울특별시 관악구,www.gwanak.go.kr
141,2030마음건강지킴이,2030세대 및 1인가구 등 정신취약계층에 특성화된 심리지원서비스를 제공하여 심리적 고립감 해소 및 정신건강문제 대처능력 향상,20대~30대,제한없음,서울특별시 관악구,http://www.gwanakmaum.or.kr/
142,관악구 청년정책위원회," 청년들의 정책 참여를 통해 민·관 협치를 구현하고 청년에 의한, 청년을 위한 정책 발굴 및 구정참여로 자율적·독립적 운영구조 구축을 통해 청년 정책의 효과성을 제고",만 19세~39세,제한없음,서울특별시 관악구 ,www.gwanak.go.kr
143,지역주도형 청년일자리 사업 「십시일반」,비영리단체에서 청년을 고용하고 국가 및 지방자치단체에서 임금을 지원하는 매칭형 청년일자리사업 ,만 19세 ~ 39세,제한없음,서울특별시 관악구,http://www.gwanak.go.kr
144,2019년 관악구 청년도전 프로젝트 공모사업,청년들의 다양한 창의성과 발전가능성이 담긴 아이디어 공모 사업을 통해 청년들의 구정참여 기회 확대 및 자립기반 조성과 지역발전에 기여,만 19세 ~ 39세이하,제한없음,서울특별시 관악구,http://www.gwanak.go.kr
145,광진구 도전숙,자립기반이 약한 청년들에게 주거와 사무공간을 겸용할 수 있는 공공원룸주택을 주변 시세보다 저렴하게 제공하여 청년창업을 촉진하고자 함,만19세~만39세,제한없음,서울특별시 광진구,https://www.i-sh.co.kr
146,무중력지대 광진구 청년센터,"청년들이 자유롭게 모여 소통할 수 있는 공간을 지원하고, 나아가 역량을 강화 할 수 있는 자아설계, 창업 프로그램을 지원하여 청년일꾼을 양성하고자 함",만 19세~ 만39세,제한없음,서울특별시 광진구,https://www.gwangjin.go.kr/
147,광진구 일자리카페,민관협력으로 청년 생활권 내에 조성된 일자리카페에 청년의 수요 맞춤 취창업 서비스를 제공하여 청년 실업 문제 해소에 기여하고자 함,만 15세~39세,제한없음,서울특별시 광진구,https://www.gwangjin.go.kr/
148,청년 창업가 특별보증추천,담보력이 부족한 청년 창업가들에게 신용보증을 지원하여 경영자금을 운용할 수 있도록 함,만 19세 ~ 만 39세,제한없음,서울특별시 광진구,http://www.seoulshinbo.co.kr
149,서울시 예비사회적기업(지역형),"사회적 목적 실현, 영업활동을 통한 수익창출. 사회적기업의 대체적인 요건을 갖추고 있으나, 수익구조 등 법상 인증요건의 일부를 충족하지 못하고 있는 조직(기업)을 서울특별시장이 지정하여 장차 요건을 보완하는 등으로 향후 사회적기업으로 인증 전환이 가능한 기관",만 19세 ~ 39세,제한없음,서울특별시  광진구,http://www.seis.or.kr
150,광진 SNS 기자단,"구민의 시각에서 바라본 구정사업을 SNS 상에서 공유, 소통, 홍보함으로써 친근하고 정감있는 광진구의 이미지를 높이고자 모집", 만 19세 이상,대학생,서울특별시 광진구,https://www.wevity.com
151,지역상권 및 특화사업 활성화 지원사업,활력있고 특색있는 상권 육성을 위한 사업,-,제한없음,서울특별시 광진구,https://www.gwangjin.go.kr
152,2019.상반기 공공근로사업,저소득 실직자 및 미취업 청년들에게 일자리 및 직무경험을 제공하기 위함,만 18세 이상,제한없음,서울특별시 광진구,https://www.gwangjin.go.kr
153,대학생 행정체험단,"광진구에 거주하는 대학생들에게 공직체험 및 학비지원, 진로선택에 도움을 주고자함",-,대학 재학,서울특별시 광진구,www.gwangjin.go.kr
154,지역공동체 일자리사업,지역 특성을 활용한 일자리 창출로 지역공동체를 활성화하고 취업 취약계층에게 일자리를 제공하여 저소득층의 생계 안정을 도모하고자 함,만 18세 이상,제한없음,서울특별시 광진구,https://www.gwangjin.go.kr
155,장애인 일자리사업,취업 취약계층인 장애인에게 ‘괜찮은 일자리’를 제공하여 장애인의 사회 참여를 확대하고 장애인의 자립생활 및 삶의 질 향상에 기여,만 18세 이상,제한없음,서울특별시 광진구,https://www.gwangjin.go.kr
156,광진구 일자리센터 운영,"구인·구직 상담, 취업알선 등 민간취업 활성화와 취업지원 특수시책 추친으로 양질의 일자리 발굴 및 주민밀착형 일자리 연계를 강화하고자 함",-,제한없음,서울특별시 광진구,http://job.seoul.go.kr/gwangjin/Main.do?method=getMain
157,"서울청년예술단X광진구 청년예술단
(2019 지역형 청년예술단 지원사업)","청년 예술인에게 다양한 예술창작활동 기회를 제공하고, 창작을 위한 새로운 실험과 도전을 지원",39세 이하,제한없음,서울특별시 광진구,https://www.gwangjin.go.kr
158,찾아가는 취업상담실 운영,취업정보에 대한 접근성이 부족한 주민을 위해 유동인구가 많은 다중집합장소에서 취업상담 및 일자리 정보를 제공하는 등 현장밀착형 취업서비스를 제공하고자 함,-,제한없음,서울특별시 광진구,http://job.seoul.go.kr/gwangjin/Main.do?method=getMain
159,청년 취업지원 프로그램 - 잡(job) 길라잡이,행정체험단 대학생을 대상으로 취업준비 교육 및 노동법 기초 강의롤 통해 예비 사회초년생의 취업활동을 지원하고자 함,-,대학 재학,서울특별시 광진구,https://www.gwangjin.go.kr
160,예비부부 및 신혼부부 건강검진 서비스,예비부부 및 신혼부부를 대상으로 건강검진을 실시하여 전염성 질환의 조기발견 및 추후 건강관리를 통하여 미숙아 및 장애아 발생을 줄이고 건강한 출산에 기여하고자 서비스 제공 ,-,제한없음,서울특별시 광진구,https://www.gwangjin.go.kr/health/main/main.do
161,광진구 벤처센터 운영,참신한 아이디어와 의욕은 있으나 기술과 경영능력이 부족한 사업자에게 창업을 할 수 있는 장소와 첨단기술 그리고 경영 및 행정 등을 지원하며 지역경제 활성화는 물론 고용창출의 여건을 제공,-,제한없음,서울특별시 광진구,https://www.gwangjin.go.kr/portal/main/contents.do?menuNo=200707
162,소자본 창업아카데미 운영,"창업 및 업종변경 희망자를 위한 강좌를 개최하여 보다 객관적, 실질적인 창업 관련 정보를 제공하여 창업성공률을 제고하고 일자리 창출을 통한 지역 경제 활성화 도모 ",-,제한없음,서울특별시 광진구, http://edu.seoulsbdc.or.kr
163,2019 서울형 뉴딜일자리 사업,시민생활에 필요한 서비스를 제공하고 참여자에게는 일 경험 제공 및 직업역량 배양을 통해 참여자의 민간일자리 진입을 촉진하기 위해 추진,만 18세 이상의,제한없음,서울특별시 구로구,http://job.seoul.go.kr
164,일자리카페,"청년이 편리하게 취업지원서비스를 통합이용할 수 있는 일자리 카페 운영
청년들이 자유롭게 취업을 준비하며 정보공유, 토론, 세미나 등을 실시할 수 있는 협업공간 운영",만 18세 이상 39세 이하,제한없음,서울특별시 구로구,http://job.seoul.go.kr
165,청년 중소기업 체험 사업,청년들에게 다양한 직업세계 및 산업현장에 대한 체험기회를 제공하고 우수한 중소기업에 대한 정보제공을 통해 청년취업난 해소와 우리구의 지속적인 청년일자리 창출에 기여하고자 함,만 15세 이상 34세 이하,제한없응,서울특별시 구로구,http://www.guro.go.kr
166,구로형 청년내일채움공제 사업,"고용노동부 청년내일채움공제 사업과 연계하여 미취업 청년에게는 중소기업 등의 정규직 일자리 취업 및 장기근속,자산형성을 유도하고, 기업에게는 정규직 채용 분위기를 조성,확산시켜 정부의 정책에 호응하고자함.",만15~34세이하, 제한없음,서울특별시 구로구,http://www.guro.go.kr
167,지역주도형 청년일자리사업,"○청년에게 적합한 지역 일자리를 발굴,제공하여, 자산형성이 가능한 수준의 소득을 창출하는 지속간으한 경제활동 지원                                                             ○청년이 지역공동체 발전, 지역사회문제 해결에 기여할 수 있도록 지원하여 지역균형발전, 자치분권의 주체로서 청년의 역할 정립",만19세~39세이하,제한없음,서울특별시 구로구,http://www.guro.go.kr
168,대학생 아르바이트,"전공 및 적성별로 모집하여 방학동안 다양한 구정업무 참여를 통한 사회경험을 쌓는 기회를 제공하고자 함, 구로구에서는 일자리 창출을 유도하고 다양한 사회경험의 기회를 제공",-,"대학 재학, 대졸 예정 ",서울특별시 구로구,http://www.guro.go.kr
