,title,body,age,educated,region,url
332,온라인 청년 창업자 육성 사업,"청년창업자의 현실적인 사업 지원을 위해 “오픈마켓” 사용을 통한 오프라인 상품연계를 지원하고, 개인 쇼핑몰을 지원하여 청년 창업 자립 기반 구축, 청년 창업자와 지역사회가 유기적으로 연계할 수 있는 지역맞춤형 시스템 구축",만18세~39세,제한없음,인천광역시 계양구,https://www.ganghwa.go.kr/
333,사회적경제 청년인턴사업,지역주도형 청년일자리사업의 일환으로 추진,만 18세~ 39세,제한 없음,인청광역시 남동구,http://www.namdong.go.kr/main/notice/news.asp
334,지역공동체일자리사업,근로 의사가 있는 국민에게 일자리를 제공하기 위해 정부에서 지원,만 18세 이상,제한 없음,인천광역시 남동구,http://www.namdong.go.kr/main/notice/news.asp
335,장애인 일자리,장애인의 사회 참여 확대와 소득 보장 지원,만 18세 이상,제한 없음,인천광역시 남동구,http://www.namdong.go.kr/main/search_popup3.asp?bbs_code=board_33&seq=44327
336,남동구 채용박람회,남동구 지역 구인기업의 인력난 해소 및 구직자의 취업 촉진,-,제한 없음,인천광역시 남동구,http://www.namdong.go.kr
337,청년재능나눔일자리 푸를(靑)나이(年) Job Con ,"문화공연 전문 비영리단체와의 파트너 쉽으로 발전가능성이 있는 청년
    예술인의 일자리사업으로 추진",만18세~39세미만,제한 없음,인천광역시 남동구,http://www.namdong.go.kr
338,남동구 청년창업 기획전,청년창업지원센터 입주자 모집을 위한 남동구 청년창업 기획전을 개최,만19~39세 ,제한 없음,인천광역시 남동구,http://www.namdong.go.kr
339,양질의 전문자격 청년인턴 사업,"지역사회에 필요한 다양한 서비스를 청년의 일자리로 기획하여 제공함으로써 지역사회 문제를 해결하고, 청년에게 전공과 적성을 고려한 일 경험 기회를 제공하여 직무역량을 강화하고 향후 구직활동과 연계하고자 함",만 19세~39세,고졸이상,인천광역시 동구,www.icdonggu.go.kr 
340,동구 청년홍보단 사업,티비보다 유튜브 시청을 더 많이 하는 현세대를 반영하여 최고의 광고매체 유튜브를 통해 동구를 광고하고 관광객 유치를 통한 일자리 창출 ,만 39세 이하,고졸이상,인천광역시 동구,www.icdonggu.go.kr 
341,청년희망키움통장,"일하는 청년 생계 수급자가 청년희망키움통장을 통해 본인의 가처분 소득 감소없이 자산을 축적하고, 청년의 자립을 위한 특화된 금융교육과 복지서비스 및 근로유인보상 체계의 결합으로 빈곤의 대물림 예방",만 15세~34세,제한없음,인천광역시 동구,http://www.hopegrowing.com
342,교육아동청소년실 기간제 근로자 채용,2019년도 아동․청소년 체험시설(놀이시설)운영 사업 수행에 필요한 교육아동청소년실 기간제 근로자를 채용,만18세~60세,제한없음,인천광역시 동구,http://www.icdonggu.go.kr/ 
343,어린이·청소년 참여위원회 위원,"자치단체 정책 및 사업과정에 주체적으로 참여토록 함으로써, 지역 아동 시책의 실효성 제고 및 권익증진을 도모하기 위해 운영","11세~13세, 14세~19세",제한없음,인천광역시 동구,https://www.icdonggu.go.kr/
344,·찾아가는 평생학습 「나들이 강좌」," 원하는 시간과 장소에서 배움을 지속할 수 있는 학습자 중심의 평생학습 지원체제를 구축하고, 학습하는 동구 분위기 조성을 위해 운영",,제한없음,인천광역시 동구,http://www.icdonggu.go.kr/ 
345,주민자치위원 공개모집, 송림3·5동 주민자치센터 운영 등에 참여할 주민자치위원회 위원 위촉대상자를 공고,-,제한없음,인천광역시 동구,www.icdonggu.go.kr
346,2019년 제1회 동구 채용박람회 개최,"중부지방고용노동청과 공동으로 개최하고 동구한마음종합복지관(장애인복지관), 동구다문화가족지원센터, 동구노인인력개발센터, 인천광역시 여성복지관 등 지역 내 유관기관과 협력하여 장애인, 다문화가족, 노인, 여성 등 다양한 계층의 일자리를 발굴ㆍ연계하는 다채롭고 풍성한 채용의 장이 되며, 또한 행정안전부 공모 사업인 ‘동구 양질의 전문자격 청년인턴 사업’에 참여할 청년 면접을 실시했으며, 선발된 지역 청년에게는 일에 대한 경험과 직무역량을 쌓을 수 있는 기회를 제공할 계획이다.",-,제한없음,인천광역시 동구,http://incheon.work.go.kr
347,2019년 송현야시장 판매대 운영자 모집 공고,인천광역시 동구에서는 다양한 먹거리와 화려한 볼거리로 가득한 인천의 대표적인 야간 관광명소인‘달빛거리 송현야시장’의 판매 ․ 운영에 참가할 열정적인 판매대 운영자를 다음과 같이 공개모집 하오니 많은 참여를 바랍니다.,만19세 이상 만55세 미만,제한없음,인천광역시 동구,http://incheon.work.go.kr
348,청년창업 희망스타트 지원사업,불법유흥업소를 청년창업공간으로 전환하여 지역재생과 청년창업 기회 제공,만 19세~39세,제한없음,인천광역시 미추홀구,http://michu.incheon.kr/ndsys/ndBBs/bbs_view.asp?bbs_code=board_13&class_code=&seq=92399&gotopage=1&keyfield=&keyword=&dept_idx=&bbs_category=
349,청년정책네트워크 구성 및 운영,청년이 서로 모여 청년 정책을 발굴하고 실현하여 청년과 지역이 상생 발전을 목표로 함 ,만 19세~39세,기타(인천광역시 미추홀구 소재 대학에서 수학한 청년(재학․휴학․졸업생 포함)),인천광역시 미추홀구,http://michu.incheon.kr/dongoffice/community/notice.asp?dong_idx=288&seq=112879
350,문화콘텐츠 전문인력 양성 및 취업지원,우리구 문화콘텐츠산업지원센터 입주기업에 청년의 취업지원으로 청년실업문제 해소 및 전문인력 양성으로 관련 산업 경쟁력 강화,만18세~39세,"고졸 예정, 고교 졸업, 대졸 예정, 대학 졸업",인천광역시 미추홀구,http://michu.incheon.kr/
351,문화콘텐츠 청년창업 공간 조성 및 운영,청년예비창업자를 발굴하여 단계별 체계적인 지원으로 창업 성공률 제고 및 청년주도형 일자리 창출,만18세~39세,"고졸 예정, 고교 졸업, 대학 재학, 대졸 예정, 대학 졸업",인천광역시 미추홀구,http://michu.incheon.kr/
352,빈집은행을 통한 청년창업공간 조성,"유휴공간을 활용하여 청년기업이 활동중인 빈집은행에 공방을 조성하고, 청년활동공간 확대를 위한 리모델링 공사 시행",만 19세~39세,제한없음,인천광역시 미추홀구,-
353,원도심 활성화를 위한 숭의평화 문화시장 운영,시장기능을 상실한 시장을 청년 및 문화예술가 입주 유도하여 문화시장 조성,,제한없음,인천광역시 미추홀구,http://michu.incheon.kr
354,청년 공공근로사업,저소득 취약계층 청년에게 공공일자리 제공으로 청년 실업 완화 및 청년수요에 적합한 맞춤형 사업을 통해 직장체험 등 직업능력 배양,만18세~만39세,제한없음,인천광역시 미추홀구,-
355,미추홀구 채용박람회 개최,"구인난을 겪고 있는 기업에 현장면접을 통한 적합한 인재 선택의 기회를 제공하여 고용 활성화를 유도하고, 취업난을 겪고 있는 구직자에게 다양한 취업정보와 실질적인 구직 활동의 기회를 제공",-,제한없음,인천광역시 미추홀구,http://michu.incheon.kr
356,미추홀구 SNS 서포터즈,"취지와 홍보, 활성화를 위해 SNS를 활용하여 정보의 확산 및 참여와 소통의 가교역할을 수행",만 19세 이상,제한없음,인천광역시 미추홀구,http://michu.incheon.kr/home/
357,2019년 (예비)사회적기업 전문인력 및 사회적기업 사회보험료 지원사업 공고,(예비)사회적기업의 자립기반 조성과 경영역량 강화를 위함,-,석·박사,인천광역시 미추홀구,www.seis.or.kr
358,2019년 상반기 마을기업 설립 전 교육, 2019년 행정안전부의 마을기업 사업을 하고자 하는 개인 또는 단체는 반드시 인천광역시 마을기업 지원기관에서 운영하는 마을기업 설립 전 교육을 이수해야 합니다. 이에 마을기업 사업 설립을 희망하는 개인 또는 단체를 대상으로 마을기업 설립 전 교육 신청자를 다음과 같이 모집 공고,-,제한 없음,인천광역시 미추홀구,http://michu.incheon.kr/home/administration/news_announcement.asp?seq=98413
359,디딤씨앗 통장,아동복지시설 보호아동 및 저소득층 아동이 준비된 사회인으로 성장할 수 있도록 저축을 통해 자립자금*을 마련하는 “자산형성지원사업”,"만18세 미만, 만12세 ~ 만17세",제한 없음,인천광역시 미추홀구,http://blog.naver.com/PostView.nhn?blogId=tong_namgu&logNo=221399100140
360,일자리지원센터 운영,"지역주민에게 일자리제공 편의 및 신속한 취업상담을 위해 운영
",-,제한 없음,인천광역시 미추홀구,http://michu.incheon.kr/dongoffice/community/notice.asp?dong_idx=292&seq=117388
361,「중식업 면장 양성과정」 모집,2019년 지역·산업 맞춤형 일자리창출 지원사업의 일환으로 지원 사업 교육생을 모집,-,제한 없음,인천광역시 미추홀구,http://michu.incheon.kr/dongoffice/community/notice.asp?dong_idx=293&seq=117406
362,「스마트시티 전문인력 양성과정」 모집,2019년 지역·산업 맞춤형 일자리창출 지원사업의 일환으로 지원 사업 교육생을 모집,만15~34세,제한 없음,인천광역시 미추홀구,www.iotlab.biz
363,지역주도형 청년인턴사업,"청년에게 전공과 적성을 고려한 일 경험 제공으로
직무역량을 강화하고 향후 민간취업과 연계",만 18세 ~ 39세,제한 없음,인천광역시 부평구,http://www.wwp.or.kr
364,청년 취업형 현장체험 지원 사업,청년에게 취업을 희망하는 분야의 현장을 미리 체험토록 지원하여 직업선택 및 진로결정에 도움을 주고 취업촉진에 기여,만 18세 ~ 34세,제한 없음,인천광역시 부평구,http://www.icbp.go.kr
365,취업지원아카데미 운영,자기분석에 대한 전문코치의 컨설팅을 통해 취업의 방향성을 제시하고 청년의 사회진출에 실질적인 지원,만 18세 ~ 39세,제한 없음,인천광역시 부평구,http://www.icbp.go.kr
366,청년콘서트,청년일자리와 같은 청년이 갖고 있는 현실문제에 대하여 청년들과 소통을 통해 필요한 대안모색과 그들의 의견을 반영한 지속가능한 청년 정책을 발굴 및 추진하고자 함,만 18세 ~ 39세,제한 없음,인천광역시 부평구,http://www.icbp.go.kr
367,노사민정협의회 청년분과위원회 운영,청년과 공감하고 소통하는 청년일자리 정책의 거버넌스를 활성화,만 18세~39세, 제한 없음,인천광역시 부평구,http://www.icbp.go.kr
368,청년희망키움통장,"일하는 근로빈곤 청년이 목돈을 마련하여 탈수급할 수 있도록, 청년의 가처분 소득 변동 없이 소득에 따른 장려금을 지원하여 자립을 도모",만 15세~34세, 제한 없음,인천광역시 부평구,https://www.gov.kr/portal/locgovNews/1830644
369,부평형 셰어주택사업,입주자들의 주거 공동체 형성을 통해 새로운 주택 모델을 제시함으로써 청년주거생활의 질 향상 및 자립기반 지원,만 18세~ 35세, 제한 없음,인천광역시 부평구,https://www.gov.kr/portal/locgovNews/1851033
370,청년창업 재정지원 사업,청년 일자리 창출과 발전가능한 청년 창업가를 발굴하고 우수 기업으로 성장을 유도하기 위해 우수하고 창의적인 사업(안)을 가진 청년 (예비)창업자에게 재정지원,만19세 ～ 39세 이하,제한 없음,인천광역시 부평구,http://www.icbp.go.kr/open_content/programs/eminwon/eminwonDetail.jsp?eminwon_div=announce&seq=21307
371,시민상담대학 개강,시민상담대학을 통해 낮은 자존감을 회복시킴으로 건강한 정서를 확보하고 인간관계 훈련을 통해 자신을 알고 타인을 이해함으로 건강한 사회를 만들어가는 것을 목적,만 18세~ 34세,제한 없음,인천광역시 부평구,www.iclifeline.or.kr
372,2019년도 부평구 공예품 개발장려금 지원계획,공예산업의 발전과 작품활동이 우수한 공예인 지원을 위해 실시,만 18세~ 34세,제한 없음,인천광역시 부평구,http://www.icbp.go.kr/open_content/main/
373,2019 부평구 해외전시회 개별참가 참여업체 모집,‘해외 박람회 참가 업체 지원 사업’은 지역 중소기업의 맞춤형 해외 마케팅 능력 향상과 해외시장 개척을 위해 해외 개별 전문 전시회에 참가하는 기업의 경비를 지원하는 사업,만 18세~ 34세,제한 없음,인천광역시 부평구,http://bizok.incheon.go.kr
374,부평구 방송프로그램 프리랜서 아나운서 모집,부평구 방송프로그램 프리랜서 아나운서 기회 제공,만 18세~ 34세,"대학 졸업, 기타(대학(원)생, 졸업생)",인천광역시 부평구,http://www.icbp.go.kr/open_content/main/
375,2019년 부평구 모바일 헬스케어 대상자 모집,"모바일 헬스케어는 건강위험요인이 있는
사람에게 모바일 앱을 통해 보건소 전문가가
언제 어디서나 맞춤형 건강 상담을 제공하는 서비스",만 19세 ~ 55세,제한 없음,인천광역시 부평구,http://www.icbp.go.kr/open_content/bbs.do?act=detail&msg_no=31649&bcd=Fboard_62&pageno=16
376,2019년 지역공동체 일자리사업 안내,민간 고용시장으로 진입이 어려운 사회적 취약계층의 생활 안정과 자립 기반 마련,만18세 이상,제한 없음,인천광역시 부평구,www.worknet.go.kr
377,2019년 1단계 공공근로사업,실직자와 미취업자 등 지역 저소득층의 생계 안정을 위함,만 18세이상 ,제한 없음,인천광역시 부평구,"http://www.icbp.go.kr/open_content/main/life/economy/work_society.jsp,"
378,취업정보센터 운영,"정부와 지자체, 기업 등의 온・오프라인 일자리 정보를 제공하고, 맞춤형 취업 정보 및 취업을 위한 이력서, 자기소개서, 면접 코칭 등의 다양한 취업 지원 서비스를 제공",제한 없음,제한 없음,인천광역시 부평구,http://www.icbp.go.kr/open_content/main/life/economy/work_center.jsp
379,2019년 제3기 부평도시농부학교 교육,"도시농업에 관심을 갖고 있으며, 체계적으로 생태적인 농법을 배우고 싶은 주민들을 대상으로 교육 진행",제한 없음,제한 없음,인천광역시 부평구,http://www.icbp.go.kr/open_content/programs/eminwon/eminwonDetail.jsp?seq=20891&eminwon_div=announce
380,취업성공 디딤돌 청년인턴사업,미취업 청년의 행정경력 제공 및 취업역량강화교육으로 취업률 향상 도모 ,만18세~만34세,졸업자 및 졸업예정인 미취업자,인천광역시  서구,www.seo.incheon.kr 
381,청년층 중소기업 취업지원사업,중소기업 재정지원으로 청년에게 안정적 경력형성 기회를 제공하고 중소기업 이미지 제고 기여,만18세~만34세,제한 없음,인천광역시  서구,-
382,청년 창업 아카데미 운영,체계적인 교육 프로그램과 멘토링을 제공함으로써 참신한 아이디어와 기술력을 갖춘 예비창업자를 발굴하고 올바른 창업가치관 제고 및 현실인식을 개선하여 건전한 창업인프라를 조성하고자 함,만 19세~39세,제한 없음,인천광역시  서구,http://www.seo.incheon.kr/
383,청년 창업 공간 조성사업,우수한 창업 아이템을 보유하고 있음에도 자금부족으로 창업에 어려움을 겪고 있는 예비 청년 창업가들의 성공적인 창업을 지원하여 청년 실업 해소 및 지역경제 활성화에 기여하고자 함,만19세~만39세,제한없음,인천광역시  서구,-
384,청년예술가 활동지원사업,"예술가 발굴, 육성을 통해 지역 문화의 저변 확대 및 지역 예술 활성화에 기여하고자 함 ",만 34세 이하,제한 없음,인천광역시  서구,http://iscf.kr/new/html/index/
385,2019년 사회적기업 창업 아카데미,사회적기업에 대한 인식 확산과 잠재력있는 예비사회적기업가를 양성,-,제한 없음,인천광역시  서구,-
386,4차산업혁명 청년창업지원센터 조성사업(신규)," ICT 기반의 4차산업관련 청년창업자를 육성하기 위해 청년창업지원센터를 조성하여 코워킹공간, 사업화지원금, 멘토링, 교육 지원",만 19세~34세,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr
387,청년 창업클러스터 구축을 통한 창업 생태계 활성화,"우리 구 관내에 위치한 벤처기업, 연구기관 등 관련 자료를 수집하고  창업 네트워크를 구축하기 위한 협의회를 구성하여 창업 클러스터를 구축항여 창업포럼 개최",-,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr
388,청년과 문화예술 기반으로 하는 사회적경제기업 육성,"혁신적 아이디어를 보유한 청년기업가를 유치하고 문화예술동아리를 발굴하여 사회적기업으로 육성하기 위한 창업아카데미, 멘토링, 찾아가는 사회적경제교실 등 운영
청년이 주도하고 문화예술을 기반으로 하는 사회적경제기업가 육성을 통한 청년일자리 문제 해결과 함께 주민에게 다양한 문화예술 서비스 제공",만 18세~34세,제한없음,인천광역시 연수구,http://www.yeonsu.go.kr
389,청년과 중소기업이 상생하는 고용서비스 지원,"중소기업의 청년 직접 고용에 대한 지원을 확대하여 청년 취업률을 제고하고 중소기업의 인력난을 해소하여, 청년과 중소기업이 상생하는 고용서비스 지원",만 18세~34세,제한없음,인천광역시 연수구,http://www.yeonsu.go.kr
390,청년 희망 프로젝트 ,노동시장 침체에 따른 일자리와 삶에 대한 무게로 힘겨워하는 지역청년들에게 심리상담 및 활동참여수당을 지원하여 자존감 고취 및 노동 시장으로의 편입 유도,만 18세 ~34세,제한없음,인천광역시 연수구,http://www.yeonsu.go.kr
391,지역주도형 청년 창업자 맞춤형 지원사업,참신한 아이디어와 창의적인 아이템을 가진 청년 (예비)창업가를 발굴 지원함으로써 우수기업으로의 성장을 유도하여 일자리 창출에 기여,만 19세~39세,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr
392,대학생 행정체험 연수,대학생들에게 방학기간을 활용하여 행정업무를 체험할 수 있는 기회를 제공하여 구정 이해도를 제고하고 더불어 방학기간 경제적 자립 지원,-,대학 재학,인천광역시 연수구,http://www.yeonsu.go.kr
393,연수구 1인 방송 인큐베이션 센터 「1인 방송 콘텐츠 제작자 양성 및 MCN 실무교육 교육생」 모집,"웹·모바일 중심의 새로운 미디어 시대가 도래함에 따라, 1인 방송 제작자를 교육 양성하고 체계적으로 지원하여 일자리 창출 도모",만 17세~34세,"고졸 예정, 대졸 예정, 기타(졸업 직전 학기 이수(방학시작일 기준) : 4년제 대학교는 4학년 1학기 이수, 2년제 전문대학은 2학년 1학기 이수자만 가능, 고등학교 3학년 재학 중인 자로서「고등교육법」제2조에 따른 학교에 진학하지 아니할 것으로 예정된 자만 참여 가능(학교장이 발급한 확인서 제출))",인천광역시 연수구,http://www.itp.or.kr
394,연수구 청년예술가 창업지원센터 연수아트플랫폼 조성,❍ Tomorrow-city가 갖는 상징성과 공공성을 확대할 수 있도록 미래지향적 융·복합 예술분야의 청년 창작과 창업을 활성화하고 주민이 그 성과와 과정을 공유할 수 있도록 창작·창업·교육 공간 조성 ❍ 연수구 관내에서 활동하는 예술가 중 청년세대 부족 현상 해소,-,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr
395,연수구 제1단계 공공근로 사업 참여자 모집,저소득 취약계층의 생활안정을 도모하고 사회참여 기회를 부여하기 위함,만 18세 이상,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr/etc/bbs/SearchView.asp?bbs_code=board_1&seq=81173
396,연수구 상반기 일자리한마당 개최,"실업난 해소를 위한 다각적인 노력으로 구직자의 
  취업촉진과 기업체의 원활한 인력수급을 지원하고자 함",-,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr/etc/bbs/SearchView.asp?bbs_code=board_160&seq=103
397,2019년 상반기 지역공동체일자리사업」 참여자 모집,근로의사가 있는 국민에게 일자리를 제공하기 위해 정부에서 지원하고 인천광역시 연수구에서 추진,만18세 이상 65세이하,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr
398,「2019년 육아코디네이터 사업」참여자 모집,"지역내 육아자원 발굴 및 연계, 육아상담 및 현장 활동을 통해 다양한 육아서비스를 제공하기 위함",만 60세 이하,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr
399,연수구 구인․구직 만남의 날 행사안내,"구민들에게 더 많은 취업의 기회와 양질의 일자리를 제공하고, 기업의 구인난 해소를 위함
구인․구직자간 미스매치를 최소화하고 체계적인 취업지원 서비스를 제공",-,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr
400,사회서비스(산림분야) 일자리사업 기간제 근로자 모집,사회서비스(산림분야) 일자리사업 기간제근로자 모집,만 18세 이상,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr/etc/bbs/SearchView.asp?bbs_code=board_151&seq=7401
401,연수구립공공도서관 청년 문화예술교육사 채용,연수구립공공도서관(연수청학도서관) 청년 문화예술교육사 채용,만 39세 미만,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr/etc/bbs/SearchView.asp?bbs_code=board_151&seq=7559
402,평생학습 우수학습동아리 지원사업,학습동아리의 활성화와 학습공동체 양성을 위함,-,제한 없음,인천광역시 연수구,http://www.yeonsu.go.kr
403,"지역주도형 청년일자리 조성사업
(신포국제시장 및 상점가 청년창업 지원사업)",신포국제시장 및 인근 상점가의 공점포를 활용한 청년창업공간 조성을 통한 지역주도형 청년일자리 창출 및 지역경제 활성화 유도,만19세이상 ~ 만39세이하,제한없음,인천광역시 중구,www.icjg.go.kr
404,공공근로사업,취약계층에 한시적인 일자리를 제공하여 생계지원 및 근로기회 부여,만 18세 이상,대학 졸업,인천광역시 중구,www.icjg.go.kr
405,공공일자리나누미사업,우리구 실정을 반영한 공공일자리사업을 추진함으로써 취업 취약계층 및 청년실업자에게 직접일자리를 제공함으로써 저소득층의 생계를 도모하고자 함.,만18세이상 ~ 만65세 미만,제한 없음,인천광역시 중구,www.icjg.go.kr
406,지역공동체일자리사업,"취업을 희망하는 지역주민에게 직접일자리를 제공하여 저소득층 생계안정, 지역특화자원 등을 활용한 지속적 ․ 안정적 일자리제공 및 지역경제 활성화",만 18세 이상 65세 미만,제한 없음,인천광역시 중구,www.icjg.go.kr
407,(예비)사회적기업 발굴ㆍ육성,"사회적기업 지정 : 수시(고용노동부)
예비사회적기업 지정 : 연2회(지방자치단체, 매년 초에 계획 공고)
(예비)사회적기업 재정지원사업 지원 선정 : 연1회(지방자치단체)
(예비)사회적기업가 발굴을 위한 설명회 개최 : 연1회
(예비)사회적기업 육성을 위한 워크숍 개최 : 연1회",-,제한 없음,인천광역시 중구,www.icjg.go.kr
408,장애인 전용 주차구역 단속 보조일자리 참여자 모집,장애인의 사회참여 확대와 소득보장을 도모하기 위함,만 18세 이상,제한 없음,인천광역시 중구,http://eminwon.icjg.go.kr/emwp/gov/mogaha/ntis/web/ofr/action/OfrAction.do?pageIndex=&jndinm=OfrNotAncmtEJB&context=NTIS&method=selectOfrNotAncmt&methodnm=selectOfrNotAncmtRegst&not_ancmt_mgt_no=29704&homepage_pbs_yn=Y&subCheck=Y&ofr_pageSize=10&not_ancmt_se_code=01%2C02%2C03%2C04%2C05%2C06&title=%EA%B3%A0%EC%8B%9C%EA%B3%B5%EA%B3%A0&cha_dep_code_nm=&initValue=Y&countYn=Y&not_ancmt_sj=
409,지역산업맞춤형 일자리창출 지원사업 [영종일자리프로젝트] 추진,2019년 지역산업맞춤형 일자리창출 지원사업 “영종일자리프로젝트” 추진을 위한 전담인력(기간제근로자) 채용,만 20세 이상,제한 없음,인천광역시 중구,www.icjg.go.kr
410,장애인일반형(전일제.시간제)일자리 참여자 ,장애인의 사회참여 확대와 소득보장을 도모하기 위하여 일반형(전일제/시간제)일자리사업에 참여하실 장애인을 모집,만 18세 이상,제한 없음,인천광역시 중구,http://eminwon.icjg.go.kr/emwp/gov/mogaha/ntis/web/ofr/action/OfrAction.do?pageIndex=&jndinm=OfrNotAncmtEJB&context=NTIS&method=selectOfrNotAncmt&methodnm=selectOfrNotAncmtRegst&not_ancmt_mgt_no=29158&homepage_pbs_yn=Y&subCheck=Y&ofr_pageSize=10&not_ancmt_se_code=01%2C02%2C03%2C04%2C05%2C06&title=%EA%B3%A0%EC%8B%9C%EA%B3%B5%EA%B3%A0&cha_dep_code_nm=&initValue=Y&countYn=Y&not_ancmt_sj=
411,노인사회활동지원사업,노인일자리사업의 원활한 사업수행을 위해 노인사회활동지원사업 전담인력 채용,-,제한 없음,인천광역시 중구,http://eminwon.icjg.go.kr/emwp/gov/mogaha/ntis/web/ofr/action/OfrAction.do?pageIndex=&jndinm=OfrNotAncmtEJB&context=NTIS&method=selectOfrNotAncmt&methodnm=selectOfrNotAncmtRegst&not_ancmt_mgt_no=29167&homepage_pbs_yn=Y&subCheck=Y&ofr_pageSize=10&not_ancmt_se_code=01%2C02%2C03%2C04%2C05%2C06&title=%EA%B3%A0%EC%8B%9C%EA%B3%B5%EA%B3%A0&cha_dep_code_nm=&initValue=Y&countYn=Y&not_ancmt_sj=
412,지방보조금(농업인단체지원사업) 지원 ,"농업인 단체의 교육훈련, 농업인 대회 참가지원을 통해 농업 경영의 효휼화와 농업과 농촌의 공익 기능 제고",-,제한 없음,인천광역시 중구,www.icjg.go.kr
413, 2019년 기획공연 공모사업(1차)," (민간주도 행사기획⋅지역예술단체 활용) 행사계획을 위한 추진  준비는 관에서 주도하되, 실제 행사 참여⋅운영에 지역예술단체를 적극 활용함으로써 지역문화예술 진흥 및 소통과 공감을 주제로 
하는 문화예술 복지도시 실현 기대",-,제한 없음,인천광역시 중구,www.icjg.go.kr
